7.390144310468181743e+01,8.118921292918415133e-01,7.421044648382692233e-02,7.954047890857895986e-02,7.954049494102724549e-02,4.545454545454545581e-02,1.515151515151515194e-02,-4.353382707253403083e+01,9.759224910894538640e-02,2.127008506836100543e-03,2.850017096243663475e-03,2.850451252251398962e-03,-1.114441780598268927e+00,-1.389948292797422047e+00,-7.556062263882166175e-01,1.561322710441001682e+00,1.167598092205411664e+00,2.031625002545993208e+00,-1.014801304827229300e+00,-1.356779359521223416e+00,-7.298961495016237366e-01
7.410205138405811454e+01,8.096941836202399267e-01,1.566055580102057865e-01,2.183906878313904010e-01,2.183958748324610066e-01,3.548387096774193727e-01,3.225806451612903136e-02,-4.423168331322653302e+01,9.241311635677795788e-02,2.212754030074530042e-03,3.171146824201496236e-03,3.172856798347980546e-03,-6.101123428101322688e-01,-8.445939887284604763e-01,-4.342336350464975347e-01,9.274529378620767206e-01,6.325605949186762222e-01,1.208843181163155922e+00,-8.167359406133470889e-01,-1.019031000489465155e+00,-4.810950816095589389e-01
6.677708489733586816e+01,8.985118187211217355e-01,3.507111808274494119e-02,2.582416889193641166e-02,2.587048981670147726e-02,2.500000000000000000e-01,3.571428571428571230e-02,-4.201185914809872912e+01,9.332202568451664071e-02,8.605586935964582452e-04,1.237818937060811662e-03,1.237818937060811662e-03,-9.586185904085104958e-01,-1.077886521873776760e+00,-8.795056123601231457e-01,1.535658136024312670e+00,1.326861900192481736e+00,1.672744595117359401e+00,-1.156304034190428709e+00,-1.271920425075393934e+00,-1.027012224432451326e+00
1.459111537013807265e+02,4.112091397947204019e-01,7.308107368430544204e-02,9.990825540723027864e-02,9.991259557987132445e-02,2.941176470588235392e-01,2.058823529411764608e-01,-3.933666889507551900e+01,9.184666764413604301e-02,2.432026013174664377e-03,3.130435578321380790e-03,3.133787821557449966e-03,-7.159956183416664732e-01,-1.150313857776767756e+00,-5.332164200574246449e-01,1.322221028550557786e+00,1.084171372977347447e+00,2.011081315770547828e+00,-1.205150284166478958e+00,-1.920678102353186922e+00,-9.864756445720431755e-01
1.001805726663943403e+02,5.989185168645682067e-01,8.113025481038944886e-02,1.074724349428207576e-01,1.074724642399349089e-01,1.428571428571428492e-01,7.142857142857142461e-02,-4.299541133716146390e+01,9.112514547244981999e-02,2.746853412869186377e-03,3.968927555869296471e-03,3.969684334893405775e-03,-4.779672488178646761e-01,-9.681441782514942362e-01,-2.209670985907013219e-01,8.442386867654507743e-01,4.808619461029272624e-01,1.414488281503941680e+00,-8.993000366273171675e-01,-1.120981035728755515e+00,-2.817832064803151293e-01
5.860944078694706860e+01,1.023725857035691522e+00,3.287388160055436104e-01,4.378320665866703432e-01,4.383384750310125311e-01,5.600000000000000533e-01,5.600000000000000533e-01,-4.974229510098818707e+01,9.110040601052238340e-02,8.700711015308865148e-03,1.428154689720024031e-02,1.429074892579496221e-02,-3.627135375703985365e-01,-4.503789823859640773e-01,4.221763199906033992e-01,6.228711964478109708e-01,4.221763199906033992e-01,7.631279956416482380e-01,-5.142661214533899017e-01,-6.750984506349749781e-01,-3.700367111135949849e-01
8.381295296229244229e+01,7.158797999516146593e-01,2.945712563721126359e-02,2.101534762291510164e-02,2.102229650451310425e-02,1.621621621621621712e-01,0.000000000000000000e+00,-3.945309946794332490e+01,9.323677814761971439e-02,1.598808797777444323e-03,2.227529041831907090e-03,2.229255139759908806e-03,-1.189266301738341136e+00,-1.400004993892067118e+00,-9.475502926482638477e-01,1.856750799041267053e+00,1.510574992103843606e+00,2.045135672040107266e+00,-1.340147857641940332e+00,-1.450700389982424010e+00,-1.136789095107580749e+00
9.315198865086090052e+01,6.441086322363284156e-01,1.880510563226955312e-01,2.574470424357225284e-01,2.574470424357225284e-01,4.473684210526315819e-01,3.421052631578947456e-01,-4.014538517500487558e+01,9.057216812523120886e-02,1.808321615186679263e-03,2.614559494212767305e-03,2.614559494212767305e-03,-8.051210474089410818e-01,-9.996247036866221514e-01,-5.445046898959748916e-01,1.441290852266097211e+00,1.102894625484915681e+00,1.732220755341842944e+00,-1.341264241930725909e+00,-1.591321857615203061e+00,-1.123707391037440440e+00
6.736333884765485891e+01,8.906921929106368374e-01,2.524330095260046702e-01,3.997137799268901115e-01,3.997806079812238345e-01,4.210526315789473450e-01,3.859649122807017330e-01,-4.225685710158261088e+01,9.479641330915278274e-02,2.550363234984069465e-03,3.963189972079074995e-03,3.963189972079074995e-03,-1.397701932604020314e+00,-1.616592090554499483e+00,-1.064166731029819957e+00,2.053859365917957813e+00,1.690300665971018468e+00,2.750729634387881095e+00,-1.414910158729799416e+00,-2.228543871277883781e+00,-1.211025151702320057e+00
6.372395561584749402e+01,9.415611353711792475e-01,3.060733424371741562e-01,3.118130064821454939e-01,3.260534238304708676e-01,5.999999999999999778e-01,5.000000000000000000e-01,-4.057292795350796411e+01,1.116361899563317883e-01,9.176778982309428262e-03,1.429964009884126044e-02,1.445602960959451594e-02,-8.633954161973873553e-01,-9.538133242916104759e-01,-5.095427310765232587e-01,1.108558397366814718e+00,8.321456469342940476e-01,1.330092214404236417e+00,-5.391445367678122658e-01,-8.469078573003417931e-01,-3.776531704453522376e-01
