id,y
0,75.05557483957737
1,72.21406104158517
2,88.21148454536781
3,71.3220302075262
4,78.05147491524608
5,81.53712411389286
6,58.09988213994086
7,66.79515929391067
8,70.34821857070666
9,56.86209340269231
10,78.04024271656507
11,60.97277233354186
12,54.477037326332656
13,79.06188199459133
14,65.54329677628645
15,63.3133302336273
16,75.36201852068655
17,65.70060067528996
18,70.57702872764295
19,77.64764223355084
20,76.44702275724262
21,62.308709822151066
22,77.07164106374154
23,70.6550279547603
24,80.09079499995917
25,75.19326860821272
26,78.66994871009658
27,60.952882438061664
28,76.73938219855796
29,86.30556370218277
30,60.86792130102461
31,69.89481865589408
32,75.89470607434583
33,67.65770629565091
34,66.12034561047255
35,79.14099959284545
36,78.37827271284944
37,79.29763038782255
38,64.01950061390845
39,67.24230818468283
40,66.23808949968169
41,58.39454234563257
42,82.24505398423415
43,68.07889763687105
44,75.30535220050245
45,57.82265320338696
46,75.5308853522518
47,71.79671127888972
48,74.18239560399856
49,51.398001675692086
50,57.91935467752262
51,59.05633664589946
52,63.045696610809074
53,81.24454129005963
54,71.22244402698497
55,71.95482960349062
56,65.34510265588646
57,69.25000294429957
58,80.7495027083901
59,67.1388248760211
60,76.24162991588871
61,61.346578820314434
62,57.45194110252346
63,58.43286339582112
64,60.34436618822615
65,74.51873874535784
66,75.05383799479121
67,74.94676669303459
68,66.75078913639308
69,68.82931919464981
70,73.30906503161319
71,80.64572197073802
72,77.24511921494636
73,76.92695386410533
74,58.143996038794214
75,84.87828758483064
76,71.38020413880264
77,75.36194733292426
78,80.27786062760813
79,54.79628921741926
80,53.97163234099916
81,77.15610630741453
82,55.137655145309076
83,74.25857913721765
84,62.051180422007434
85,70.7205363658748
86,68.93127319680542
87,60.409902689462776
88,62.50241110908472
89,82.90994159276842
90,62.30302775934787
91,72.09898922385365
92,76.78814361225677
93,73.18438997178795
94,88.71214450406475
95,69.12391414873198
96,72.39246489943864
97,70.69217241940133
98,81.71778624862301
99,60.71416894228962
100,78.86395567272429
101,75.38011568249306
102,64.02629277776869
103,69.27824288983435
104,64.3245830922119
105,59.33386101206201
106,79.78837880523237
107,72.75465353511373
108,73.98321327255505
109,59.529638038402815
110,74.25035656255828
111,76.5622901845863
112,72.37026348159121
113,73.11610214164207
114,64.37888090848534
115,54.12652901965981
116,65.49973216364171
117,78.34159873266803
118,76.62459356495748
119,65.98419818314744
120,69.4254572879175
121,61.39745149529272
122,76.95796240634863
123,78.67474245853101
124,74.50599873855441
125,64.34877604899663
126,72.94230624987796
127,72.43682030139338
128,60.74758884049445
129,53.030616219009175
130,68.89745171404992
131,75.47166281609316
132,82.81288732772657
133,75.46733271376371
134,77.68223296267298
135,66.8189834465914
136,72.80278281452699
137,55.0187017090719
138,70.49099599096503
139,82.40855055489787
140,63.2908271263739
141,70.68947062789366
142,72.86225502341698
143,80.29707452400773
144,68.38643600317133
145,77.59769211729854
146,52.35669146347275
147,71.77240916694306
148,81.72426986156368
149,71.50187761656122
150,59.32914956290081
151,60.1066450696264
152,65.54170204466863
153,66.37984366064079
154,68.70502716362232
155,62.52123840832636
156,68.9571819238569
157,71.46788014868596
158,66.7030988039626
159,76.49970203346675
160,77.80051647627135
161,77.36370502193448
162,77.48256038398361
163,55.83666521031472
164,84.46501689452607
165,78.2528038316797
166,78.3975017494427
167,58.20229469030313
168,67.37921886764242
169,78.06167005753748
170,69.45326899786119
171,56.41197614411348
172,76.60871490384639
173,76.62368619550888
174,71.89546641233201
175,77.97282795571579
176,59.020213726097204
177,74.1643622191892
178,82.25177949385301
179,75.49567977065276
180,74.00373150023111
181,69.69841934841983
182,66.70806000096017
183,66.23284931367746
184,57.43546101176851
185,76.02455259191667
186,65.7306917892412
187,67.73282283081052
188,84.29679539275814
189,66.31530000023572
190,74.18693011737466
191,68.93982157763631
192,77.1776329395924
193,66.29664619316202
194,75.58868655834576
195,58.85419002893777
196,77.18123492945737
197,66.76167786618144
198,67.26343868139082
199,66.85640148472885
200,59.415275056904626
201,59.56104046736149
202,52.79101914505943
203,74.6880960030426
204,71.83479142688077
205,68.5901959876278
206,64.44383006332188
207,79.42687582504665
208,74.8248262894751
209,82.50286876466801
210,61.82670945680637
211,61.475452274731765
212,61.19408746913897
213,61.941036035786
214,71.14495357920813
215,77.78744480801015
216,67.86232382282745
217,69.41854946950258
218,83.8645993691361
219,62.056762972952264
220,76.86157012384093
221,71.85641692429743
222,74.14419840325706
223,71.46110249538735
224,86.56258759265565
225,60.514225337785085
226,79.33146120336099
227,69.101365342304
228,80.79512110058697
229,56.68377895928437
230,55.37066017335742
231,60.8316585532922
232,69.84314754217371
233,68.4923588188436
234,62.73647826898402
235,63.47478376958066
236,83.25487036642305
237,61.281688359279954
238,70.21329871654159
239,67.83120536020245
240,76.25629832696164
241,56.35389005187558
242,72.41915369772353
243,59.15865653866485
244,74.37728403655983
245,79.28520792581166
246,60.901742250971715
247,72.10812660238967
248,75.05213778033098
249,72.29898554969601
250,63.74797425136892
251,58.82877030996559
252,73.28116752610147
253,73.68022517452681
254,68.97555827920381
255,77.93250097241025
256,54.67989883299497
257,80.69669062050097
258,67.06856378335648
259,74.5923534626128
260,73.5105757556535
261,65.9709595213816
262,80.76503074376832
263,70.36976395202493
264,74.06811415483283
265,72.21046787188578
266,76.39270126653948
267,66.06219426767484
268,63.357542269387345
269,75.50739258071373
270,77.65911481122376
271,63.91726497831402
272,71.47207061361242
273,74.35934363715342
274,84.64156090847226
275,57.791363447555355
276,58.13323471650716
277,54.29980045977212
278,86.16095100614868
279,63.738851632532985
280,72.48236640073604
281,67.6399266053124
282,79.87118790549542
283,81.67923673555323
284,56.86707385289934
285,75.71566576227237
286,71.87647909265867
287,58.51466345921519
288,59.521068128967805
289,61.124189809282186
290,65.54614625432055
291,74.60969365832386
292,77.35847779800626
293,65.99158547895705
294,66.81174871950775
295,53.69620727802554
296,73.50346340039931
297,70.0275269771943
298,79.61171699786667
299,74.85046870060516
300,75.87671992347668
301,73.7519543126109
302,77.94342549084911
303,61.04615095085782
304,71.28457385158987
305,72.64111751831142
306,62.445064038795614
307,71.87815804326385
308,74.68207093031464
309,65.30769015144378
310,75.61304997086611
311,66.82250412360852
312,81.47789296570429
313,80.39328993538281
314,63.25652178525707
315,69.3899894123891
316,66.75362361999822
317,58.16502553247592
318,55.26697623825705
319,80.04987800276594
320,69.13733876700275
321,76.25291175518039
322,77.4302566385249
323,73.09031788729935
324,78.35808443114013
325,73.6519177131209
326,78.40346872618264
327,68.97995026683091
328,73.67776126661693
329,72.64079649189016
330,78.07379558593183
331,73.45493140570284
332,67.39545220323659
333,68.37134882704311
334,58.532004019718414
335,76.05370943014097
336,65.43685898033358
337,81.5930211308753
338,66.0085646177762
339,65.58119510124313
340,71.06902448853445
341,74.9599223917317
342,78.63047501189118
343,57.41142291581677
344,79.86810885954435
345,62.93857591412079
346,68.72760979497308
347,74.56519053160042
348,55.82962160086062
349,70.4047860762547
350,75.87140593414966
351,70.09020633339401
352,79.14607780952467
353,82.1635563763912
354,72.55965963567398
355,55.30918693228574
356,65.87839628692359
357,84.02379021612248
358,71.41555591876184
359,64.6413197222134
360,62.47191342085945
361,85.23669306944413
362,76.54489632984526
363,61.055242170065995
364,76.6078616688675
365,82.17418909859362
366,63.3244580441908
367,69.83188961215691
368,58.170554625431116
369,68.556858817274
370,69.49307120415754
371,71.92508918170495
372,59.077064386766864
373,61.083433080478905
374,78.91086595957937
375,60.99532651634578
376,78.78740682517983
377,79.8203733760668
378,76.01584181045078
379,66.68497786811503
380,78.25255539507549
381,74.47422690146448
382,79.69579854629511
383,76.68829884539593
384,71.90931222082355
385,68.49571881805207
386,62.84556677697727
387,66.23117539855218
388,67.87830286778456
389,69.60397953325888
390,66.83087017972042
391,75.81825082890721
392,64.44945283264431
393,65.65478862550218
394,66.17070344593152
395,83.27529946190982
396,77.12489164808582
397,72.2708338133123
398,63.04999854609686
399,72.16712638021839
400,62.55905523268527
401,68.39026160502493
402,80.73639143233379
403,70.03249703512043
404,63.238229198687854
405,70.94202046626533
406,66.88864621071819
407,84.03866417381612
408,73.1132913910577
409,68.25006859277894
410,74.37623386237377
411,85.37958693378864
412,69.14122764633883
413,79.81069992616095
414,64.10452236204954
415,63.15660810701376
416,60.32816483208917
417,80.11015825547781
418,69.54612396902006
419,81.71207107619142
420,77.54043587336767
